Date,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,VNQ
2017-03-14,204.53488159179688,123.3170166015625,120.76946258544922,46.55263900756836,31.291955947875977,90.86730194091797,84.07467651367188,114.12000274658203,56.222599029541016
2017-03-15,206.30477905273438,124.07785034179688,122.63935089111328,47.21767044067383,32.10856246948242,91.97721099853516,84.80125427246094,116.25,57.35974884033203
2017-03-16,205.89903259277344,123.99331665039062,122.79967498779297,47.446998596191406,32.30453872680664,91.5114974975586,84.67770385742188,116.7300033569336,57.24812316894531
2017-03-17,205.53741455078125,123.95002746582031,123.28939056396484,47.56930923461914,32.247371673583984,92.08586120605469,84.87389373779297,116.98999786376953,57.51322937011719
2017-03-20,205.3119659423828,124.06293487548828,122.75511169433594,47.46993637084961,32.62300491333008,92.4817123413086,85.07006072998047,117.51000213623047,57.46439743041992
2017-03-21,202.6758575439453,122.18050384521484,119.29134368896484,47.255897521972656,32.263694763183594,93.25016784667969,85.28075408935547,118.54000091552734,57.21323776245117
2017-03-22,203.15277099609375,123.00879669189453,119.31804656982422,47.26354217529297,32.41886520385742,93.62272644042969,85.4986801147461,118.83000183105469,57.18162536621094
2017-03-23,202.93597412109375,122.69817352294922,120.0125732421875,47.37055587768555,32.42702102661133,93.49076843261719,85.44060516357422,118.66999816894531,57.60325622558594
2017-03-24,202.7886199951172,122.95230865478516,120.09919738769531,47.50050354003906,32.508689880371094,93.82449340820312,85.52777862548828,118.86000061035156,57.53999710083008
2017-03-27,202.58047485351562,123.14994049072266,120.32246398925781,47.6228141784668,32.41886520385742,94.25143432617188,85.70940399169922,119.52999877929688,57.019996643066406
2017-03-28,204.05465698242188,123.9029541015625,121.26006317138672,47.852134704589844,32.508689880371094,93.62272644042969,85.52777862548828,119.04000091552734,57.265933990478516
2017-03-29,204.24537658691406,124.47708129882812,121.65300750732422,47.852134704589844,32.56585693359375,94.18156433105469,85.80384826660156,119.33000183105469,57.58920669555664
2017-03-30,204.89572143554688,124.68415069580078,122.57280731201172,47.68397521972656,32.39435958862305,93.4208984375,85.57860565185547,118.47000122070312,57.69459915161133
2017-03-31,204.41885375976562,124.59944915771484,122.76927185058594,47.61517333984375,32.16571044921875,93.69255828857422,85.66580200195312,118.72000122070312,58.0389518737793
2017-04-03,204.0632781982422,124.52413940429688,121.47444152832031,47.5463752746582,32.345367431640625,94.63761901855469,86.05044555664062,119.3499984741211,58.20759582519531
2017-04-04,204.193359375,124.72178649902344,121.33155059814453,47.531089782714844,32.3616943359375,94.124267578125,85.82466125488281,119.62000274658203,58.20759582519531
2017-04-05,203.58631896972656,124.21354675292969,119.95635986328125,47.278831481933594,32.263694763183594,94.41204833984375,85.93389129638672,119.62000274658203,58.29194259643555
2017-04-06,204.15866088867188,124.27943420410156,121.07254791259766,47.28647232055664,32.206546783447266,94.27204132080078,86.01399993896484,119.18000030517578,58.601158142089844
2017-04-07,203.95053100585938,124.21354675292969,121.01901245117188,47.255897521972656,32.149375915527344,93.8908920288086,85.80271911621094,119.45999908447266,58.68545913696289
2017-04-10,204.0719757080078,124.26060485839844,121.28690338134766,47.202392578125,32.01872634887695,94.32646179199219,85.96308135986328,119.45999908447266,59.05089569091797
2017-04-11,203.8291473388672,123.72409057617188,122.25130462646484,47.424068450927734,31.94523811340332,95.22093963623047,86.3637466430664,121.19000244140625,59.45848083496094
2017-04-12,202.93597412109375,123.2252426147461,120.59033203125,47.38584899902344,32.10038375854492,95.74213409423828,86.64784240722656,122.0199966430664,59.353092193603516
2017-04-13,201.61793518066406,122.73585510253906,119.41158294677734,47.080081939697266,31.96156120300293,96.03765869140625,86.79349517822266,122.5999984741211,59.219547271728516
2017-04-17,203.40423583984375,123.75233459472656,120.81356048583984,47.37055587768555,32.29637145996094,95.74213409423828,86.6259536743164,122.23999786376953,59.936317443847656
2017-04-18,202.7972412109375,123.56410217285156,120.84038543701172,47.156524658203125,31.888063430786133,96.99446868896484,87.13591766357422,122.81999969482422,60.09797668457031
2017-04-19,202.4243621826172,123.76172637939453,121.26006317138672,46.96542739868164,31.692092895507812,96.46553039550781,86.87364959716797,121.7300033569336,60.013648986816406
2017-04-20,204.0719757080078,124.79712677001953,122.80496978759766,47.33998107910156,32.08406448364258,96.09213256835938,86.74980163574219,121.95999908447266,60.02065658569336
2017-04-21,203.4215850830078,124.76887512207031,122.52819061279297,47.37055587768555,32.08406448364258,96.09213256835938,86.74980163574219,122.30999755859375,59.80282211303711
2017-04-24,205.6588134765625,126.27479553222656,124.05522155761719,48.5706901550293,32.54133987426758,95.6176528930664,86.63325500488281,121.4800033569336,59.14225387573242
2017-04-25,206.85549926757812,127.18779754638672,125.26072692871094,48.91466522216797,32.8271598815918,94.46647644042969,86.2908706665039,120.25,59.38820266723633
2017-04-26,206.72535705566406,127.00900268554688,125.9036865234375,48.77708053588867,32.70466995239258,94.98765563964844,86.50211334228516,120.83999633789062,58.94548034667969
2017-04-27,206.89883422851562,127.77134704589844,125.86795043945312,48.822940826416016,32.66383743286133,94.95653533935547,86.582275390625,120.38999938964844,58.79087448120117
2017-04-28,206.4479217529297,127.9972915649414,124.18020629882812,48.769432067871094,32.712833404541016,95.16656494140625,86.68424987792969,120.7699966430664,58.17951583862305
2017-05-01,206.96815490722656,129.13612365722656,124.89463806152344,48.968177795410156,32.90065002441406,94.37540435791016,86.41542053222656,119.66999816894531,58.52385711669922
2017-05-02,207.04623413085938,129.35256958007812,124.26055145263672,49.220436096191406,33.1374626159668,94.8586654663086,86.67113494873047,119.6500015258789,58.425445556640625
2017-05-03,206.79473876953125,128.93850708007812,123.49259948730469,49.121063232421875,32.9169807434082,94.92105865478516,86.62727355957031,117.9800033569336,57.64540100097656
2017-05-04,207.0375518798828,128.98561096191406,123.32291412353516,49.58736038208008,32.549503326416016,94.45335388183594,86.45923614501953,116.79000091552734,57.36431884765625
2017-05-05,207.85263061523438,129.45614624023438,124.1176986694336,50.13772201538086,32.818992614746094,94.5390853881836,86.48849487304688,117.01000213623047,57.90543746948242
2017-05-08,207.81796264648438,129.73854064941406,123.5997314453125,49.76316833496094,32.810829162597656,94.02464294433594,86.33509063720703,116.75,57.49783706665039
2017-05-09,207.627197265625,130.19029235839844,123.54618835449219,49.64086151123047,33.22728729248047,94.0168685913086,86.34968566894531,116.05000305175781,57.18863296508789
2017-05-10,208.00006103515625,130.26564025878906,124.31416320800781,49.71730041503906,33.44776153564453,93.90780639648438,86.46656799316406,116.04000091552734,57.638370513916016
2017-05-11,207.57516479492188,130.16201782226562,123.44795227050781,49.594993591308594,33.52126693725586,93.90780639648438,86.5103988647461,116.5,57.35028076171875
2017-05-12,207.2283172607422,130.4539337158203,122.79607391357422,49.870182037353516,33.66007995605469,94.61703491210938,86.94867706298828,116.83000183105469,57.11836242675781
2017-05-15,208.37298583984375,130.86793518066406,123.75157165527344,50.1224479675293,34.00305938720703,94.35982513427734,86.94141387939453,117.13999938964844,57.28701400756836
2017-05-16,208.1822052001953,131.4138946533203,123.79620361328125,50.44348907470703,34.03572082519531,94.7105941772461,87.06551361083984,117.6500015258789,56.90052032470703
2017-05-17,204.4882049560547,128.0725860595703,120.45642852783203,49.870182037353516,33.455928802490234,96.09019470214844,87.59879302978516,119.79000091552734,57.13241195678711
2017-05-18,205.3119659423828,129.19259643554688,120.89395141601562,49.95427322387695,32.90065002441406,96.19931030273438,87.58418273925781,118.80999755859375,57.44865798950195
2017-05-19,206.64732360839844,129.73854064941406,121.47444152832031,50.535221099853516,33.60292434692383,96.42533874511719,87.63533020019531,119.4000015258789,57.757869720458984
2017-05-22,207.69656372070312,130.83030700683594,122.29595947265625,50.59638214111328,33.635589599609375,96.16036224365234,87.5622787475586,119.9000015258789,57.98274612426758
2017-05-23,208.15611267089844,130.9621124267578,122.69783782958984,50.6040153503418,33.66824722290039,95.51341247558594,87.29199981689453,119.13999938964844,58.03192901611328
2017-05-24,208.6417694091797,131.56454467773438,122.77823638916016,50.63459014892578,33.798912048339844,96.05119323730469,87.43080139160156,119.61000061035156,58.50275802612305
2017-05-25,209.63900756835938,132.68450927734375,122.85856628417969,50.63459014892578,33.962223052978516,96.0823974609375,87.46731567382812,119.4800033569336,58.509796142578125
