Date,VOO,IVV,SPY,VTI,QQQ,VEA,VUG,GLD,IEFA,VTV
2024-05-14,469.0549621582031,512.5581665039062,510.86700439453125,253.02015686035156,441.0857849121094,47.61916732788086,342.44024658203125,218.08999633789062,70.11398315429688,154.89346313476562
2024-05-15,474.7689514160156,518.911865234375,517.1930541992188,256.131103515625,447.9801025390625,48.098175048828125,348.11700439453125,220.88999938964844,70.85055541992188,156.26138305664062
2024-05-16,473.86212158203125,517.6937866210938,516.1289672851562,255.438720703125,447.0701599121094,47.82579040527344,347.0669250488281,220.02999877929688,70.48693084716797,156.1178741455078
2024-05-17,474.564208984375,518.5708618164062,516.870849609375,255.79949951171875,446.85247802734375,47.99485778808594,347.3739929199219,223.66000366210938,70.72002410888672,156.53875732421875
2024-05-20,475.0322265625,519.1749267578125,517.4664306640625,256.0628356933594,449.96826171875,48.01363754272461,349.206787109375,224.55999755859375,70.75731658935547,155.86915588378906
2024-05-21,476.3095703125,520.4418334960938,518.7355346679688,256.5893859863281,450.84857177734375,47.938507080078125,350.5541687011719,224.22999572753906,70.6547622680664,155.97439575195312
2024-05-22,474.92498779296875,518.9606323242188,517.2418823242188,255.72149658203125,450.75958251953125,47.4876708984375,349.76165771484375,220.11000061035156,69.97413635253906,155.3717498779297
2024-05-23,471.3951110839844,515.1697387695312,513.4638671875,253.54676818847656,448.73187255859375,47.22468566894531,348.3151550292969,215.72000122070312,69.62915802001953,153.41085815429688
2024-05-24,474.60321044921875,518.5903930664062,516.8611450195312,255.3802032470703,452.97528076171875,47.60976791381836,352.15911865234375,215.9199981689453,70.1978988647461,153.86044311523438
2024-05-28,474.98345947265625,518.9898681640625,517.222412109375,255.3802032470703,454.6864318847656,47.61916732788086,354.0712585449219,218.19000244140625,70.21653747558594,152.7699432373047
2024-05-29,471.6389465332031,515.2769165039062,513.6005249023438,253.28346252441406,451.4816589355469,46.80203628540039,352.8130187988281,216.16000366210938,69.04176330566406,151.1725311279297
2024-05-30,468.46990966796875,511.934326171875,510.1933898925781,252.04493713378906,446.6446838378906,47.22468566894531,347.7108459472656,216.57000732421875,69.70375061035156,151.82298278808594
2024-05-31,472.5457763671875,516.4561767578125,514.8402709960938,253.985595703125,445.8138427734375,47.63795471191406,347.42352294921875,215.3000030517578,70.3470687866211,154.17608642578125
